Crop,Soil_pH,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall
Ragi,4.54,52,39,26,26.29400093641685,69.50004992438994,148.8061663251314
Ragi,6.54,50,43,35,23.71596484251736,58.08871763559229,124.72935746797084
Ragi,5.12,44,33,29,25.339590179768923,48.98419291759928,133.30453264064468
Ragi,4.77,50,28,19,31.367691656965537,58.09758064530774,157.88026674083957
Ragi,6.4,47,38,27,20.215902329446337,45.63428081519199,84.2682111996948
Ragi,6.48,55,40,22,21.741089607603744,47.05547946024893,199.45008740851128
Ragi,6.83,60,37,27,20.69003963032629,59.93471090957919,196.21897432201743
Ragi,5.34,51,38,31,20.61093203478455,56.75701798018192,147.54885295204053
Ragi,6.86,50,40,26,32.831908760165106,76.593836042724,79.93136763937177
Ragi,6.05,51,41,23,30.55486789070036,54.49575596466532,152.0342363646937
Ragi,4.94,51,43,28,27.11260743630988,63.22353401112174,60.82976134687637
Ragi,7.19,51,35,31,21.46751240976502,65.29057151678121,54.597875330870906
Ragi,7.14,42,43,21,27.374238126752484,40.52377826353335,88.65243327668205
Ragi,5.27,50,47,30,27.102076561708486,66.54149488066842,119.39344351089744
Ragi,6.06,40,36,31,22.598028048650228,47.121438674790056,180.24087581125707
Ragi,7.23,53,38,28,26.507774738569594,78.4428126987782,159.0753604649462
Ragi,4.68,48,40,22,25.977571015960603,45.94650911012452,161.40597817999716
Ragi,5.32,46,38,29,29.237751470783245,56.58496494908095,113.8240001672113
Ragi,6.91,43,38,23,29.526404763014657,43.41398672314576,101.89024888204445
Ragi,6.68,44,42,28,20.679560146580663,79.87497007383789,105.6558144476904
Ragi,5.51,44,36,18,25.619189219397068,60.0878004132497,198.14743456040867
Ragi,6.17,41,32,28,29.387898735713545,63.81540069280175,56.01637871187237
Ragi,6.57,56,42,22,27.54704387870132,42.6830590955371,180.05472441836727
Ragi,6.58,45,48,25,32.84734761782484,69.99841881596711,136.801311285859
Ragi,5.84,52,35,15,29.880404474284177,48.39622372382343,115.79231287843857
Ragi,5.88,47,34,21,22.444016406221444,75.92217157762855,158.78864906227048
Ragi,6.01,53,40,28,21.058531211006446,48.205585619280285,123.00034121370544
Ragi,6.07,45,44,32,29.63628917309473,47.62750882654666,181.0134857122491
Ragi,7.41,51,40,20,20.39766965812433,41.46198671392379,185.1052796016888
Ragi,4.87,46,38,30,28.78663371910195,58.88267780439997,113.25813903101832
Ragi,5.43,46,41,21,34.10345362137436,62.59364533050466,91.52416958525774
Ragi,5.11,50,38,17,28.632112668138184,42.6283455771341,138.85254928900434
Ragi,6.03,50,38,41,25.822548893097828,71.02110466780042,186.85450184250365
Ragi,4.61,46,37,19,29.649323276635297,58.13155338992111,81.59932835084999
Ragi,6.57,45,40,23,26.873793357372747,60.9756107731032,143.4449875345224
Ragi,6.58,54,47,31,28.184251839739023,57.63050987752912,144.73403301387808
Ragi,6.41,45,34,22,34.12197213164788,56.03052243501304,159.96695336229214
Ragi,7.48,42,43,31,25.79153956701161,62.38561325232872,69.73515276908897
Ragi,7.23,50,39,21,34.41785845735871,46.2096098372285,157.37374470231327
Ragi,6.8,43,37,29,33.58025962934096,47.27712521981084,186.35487809984616
Ragi,5.99,55,41,24,22.936867021839447,74.47142484054069,76.9524663305363
Ragi,5.85,56,42,29,21.04041951312748,77.84461848534531,85.63149873858166
Ragi,5.56,46,40,18,21.5116700206614,54.93237265119012,195.70926410624597
Ragi,4.74,54,40,30,20.273327384773246,50.82978692574216,77.14654290642346
Ragi,4.63,58,42,25,21.416644411338925,65.75998172956062,178.15776400543686
Ragi,7.24,43,35,21,30.245101601245352,56.34936684392386,123.8416784672052
Ragi,5.78,54,43,20,21.067829726903437,41.015454226413794,87.08466116047656
Ragi,5.99,54,39,18,24.78463445440642,46.24610389464762,180.6124851908767
Ragi,6.0,53,36,20,32.67312966454182,68.6388891538959,116.79578825039982
Ragi,6.23,57,37,18,20.349079036037388,66.35695767640605,127.22260308945351
Ragi,6.89,45,29,24,32.217027238834035,41.083839700139336,103.88500540996486
Ragi,5.93,51,40,26,24.227821621601,48.87888647731798,138.9426277152391
Ragi,7.24,57,34,20,21.772472414324845,49.24299186352286,74.5285808877534
Ragi,7.44,50,36,20,30.45105748046226,66.87570974394913,108.66223049776411
Ragi,7.41,45,40,27,29.43414270169826,40.788421510174565,195.41184835029316
Ragi,4.88,54,36,33,33.1620802029058,44.16434327938296,88.72001490516914
Ragi,7.16,57,47,16,31.02606565705829,71.99664341492758,148.51049968119383
Ragi,7.04,49,44,22,32.05221395577273,47.14178648217335,98.77850963370425
Ragi,7.22,42,53,30,24.2305185885696,66.10984431407499,166.0209688529901
Ragi,7.01,41,43,20,22.661593156695844,49.52731124186906,69.63104910775247
Ragi,4.76,48,44,22,31.25922127461288,43.97765571037381,195.4731567617817
Ragi,6.47,46,33,26,32.10252108900896,49.72688763997816,118.06843120754588
Ragi,7.02,44,41,30,34.8575771300101,68.89067727422636,85.40756950196959
Ragi,5.47,58,36,28,26.1892651536714,74.22785872425143,61.0245120995019
Ragi,5.17,55,38,26,25.580271286891747,73.20879458267967,75.46368576313111
Ragi,7.18,51,39,20,31.646194411129954,55.88734118473819,127.96609228340265
Ragi,5.91,58,40,24,25.11205310379527,66.72340546282584,100.55047646469292
Ragi,6.55,48,33,29,33.96135988405347,48.19937181663284,174.33250488239142
Ragi,5.4,46,43,27,32.87619127764518,51.72590921044053,114.6331285492709
Ragi,5.77,50,39,27,26.434910410625275,75.8534327408448,87.30714088814449
Ragi,4.62,43,36,24,31.26306601687246,40.52007694042944,142.5717479906045
Ragi,7.02,44,38,20,31.318143111270235,43.42034123417872,156.01658253281687
Maize,6.04,143,83,58,21.54685803253899,48.31545020584109,75.05628618514248
Maize,7.32,148,77,52,33.5382936001935,41.06128815495279,75.14288244324766
Maize,7.26,147,77,55,27.578785586717856,47.25741740359189,55.50071404003145
Maize,6.22,149,71,60,32.39686199161612,63.32166243878768,160.46030225984606
Maize,6.53,159,78,67,24.800744015459177,56.85698202369991,149.57067914327075
Maize,5.79,151,90,67,33.432848427443005,75.706868443079,121.19463136247208
Maize,7.15,145,82,55,25.838025181012448,72.69774246953764,176.62556734537958
Maize,5.55,152,86,62,20.16256477220448,53.67269406791504,170.85052294250798
Maize,6.2,144,81,64,33.58072964628896,50.3769373372517,137.8031546595128
Maize,5.51,146,84,49,21.369300151792004,55.18769632669068,180.2406920769888
Maize,6.11,144,90,64,24.789704563856223,63.61179770059231,80.87618150551523
Maize,6.15,146,80,64,34.25092950576207,50.72254563291505,66.78794290965918
Maize,5.83,155,85,65,34.25910720406334,64.96595631396536,90.46244172754844
Maize,7.48,149,79,60,28.60156832184929,56.37646608764962,58.56302841339723
Maize,6.48,161,84,60,29.47755818254699,62.08188723407921,129.67542920015478
Maize,6.86,155,80,60,26.7266828296748,57.44506116541267,190.4908538442442
Maize,6.13,157,84,68,24.39816157547097,51.77863038167671,55.90153110027644
Maize,6.52,156,91,70,24.92996818054874,77.93813227848626,68.31648710150402
Maize,5.54,146,81,61,30.087776841155577,70.54423176639042,117.8298542425153
Maize,6.98,154,89,58,31.2856179415652,45.604527030658105,190.0812526291857
Maize,5.98,156,77,65,31.873685655887726,74.73871903591652,97.42341574651256
Maize,5.69,154,83,70,31.84427214191831,59.49724792998055,126.08522130325886
Maize,6.25,150,85,62,21.368091545730355,75.78208907576365,56.23592885755882
Maize,6.78,158,81,57,27.41630457053872,71.99421023789262,72.25148014431333
Maize,7.24,150,84,65,20.863381400249665,57.00854017876934,197.99451844382705
Maize,6.49,156,77,71,28.242933234856032,40.8987723328047,194.76780446540684
Maize,6.75,150,68,60,26.622957520600657,50.74709437539784,50.74099714016144
Maize,5.57,140,78,60,33.31556274137449,61.66536858643468,192.77176781348584
Maize,7.29,145,81,55,25.263725188281175,65.33912879304589,145.86799067232505
Maize,6.49,150,80,54,21.756005246414087,50.31550741732809,180.18774417800333
Maize,5.58,144,89,63,22.144875230792536,45.57424296291296,118.21097834507889
Maize,5.79,154,75,65,31.42265947576208,73.39720947197196,127.33940428688754
Maize,7.1,141,82,57,29.27327094974392,79.37608722814208,123.32698703853802
Maize,6.28,154,80,56,21.51684014184185,61.02760729210743,150.02963863191565
Maize,5.58,159,73,57,21.26160209172496,46.86717143393214,70.94768821344694
Maize,7.47,162,76,58,30.5145369718868,50.89229306077476,54.496038480901696
Maize,6.57,147,79,62,21.091445095462905,40.73562706189867,96.18949123867864
Maize,7.37,144,81,64,32.32790088935534,76.57195226241996,155.70211441049702
Maize,6.03,149,81,51,30.593633407347443,44.710043315605645,80.27801781844225
Maize,6.92,145,76,55,21.220231709628496,63.06065902057014,151.0148649987376
Maize,5.85,152,78,61,21.27256571127788,50.96220882748824,195.48680691609056
Maize,6.41,148,88,55,34.799593677517635,62.167120100631735,64.08510736841276
Maize,5.59,147,85,63,25.614061936341805,66.05681553407457,150.89031773376894
Maize,7.13,147,81,55,25.559632206003364,73.18967214828807,116.56253289568568
Maize,7.01,151,82,53,32.19199350886254,48.25685087042413,180.2213381566258
Maize,7.34,150,81,61,34.208728660757885,40.43983314633922,76.57246841710788
Maize,6.75,157,79,62,34.790015957343066,45.47542520275229,153.89389283392467
Maize,7.36,154,77,56,31.300672778884124,76.0007456739242,175.71729344721655
Maize,5.76,143,78,53,25.643893782963737,74.95560310250062,191.69213292110348
Maize,6.78,151,86,53,21.25251075048003,63.896524086812335,152.48720424344685
Maize,7.15,150,78,65,31.65720373891155,64.02067441734613,124.5762146012641
Maize,6.64,144,73,52,28.37606374603708,66.60146698185022,142.67708603018207
Maize,6.56,156,89,59,26.363330138704644,47.01485114493799,180.33574767180767
Maize,6.48,150,77,63,33.59531577642104,76.5764778369984,135.59146199582443
Maize,6.29,158,81,59,21.66796223459227,56.75082099568293,54.55805895452553
Maize,6.68,148,83,53,27.389376564362887,55.3255411299799,189.64230432604663
Maize,7.25,151,81,61,20.170304671511285,60.7567082113135,153.42901265473415
Maize,6.85,157,87,56,27.02990962991189,41.8786386710022,151.47700786658697
Maize,5.62,151,77,55,20.84454913522756,46.65133475024318,82.35127285965757
Maize,7.07,160,76,53,21.78226874402108,69.52134465705481,148.8328205348986
Maize,6.11,158,75,72,21.762893701656573,43.31194671700506,109.07966084812378
Maize,7.09,149,82,61,29.738154531740957,64.12608437865552,147.6849465562238
Maize,6.33,149,71,64,31.19067318898135,49.81396438725284,65.98895454619861
Maize,6.9,152,81,60,28.7505314764574,55.571824561679065,148.6767956904554
Maize,6.29,141,73,64,34.43258822711813,51.547749470828,199.9120588656
Maize,6.76,140,75,69,25.62305869285556,54.22690865859797,57.231805829083406
Maize,5.71,143,87,56,24.28568129422791,68.76183620736981,196.5761276331976
Maize,6.56,148,89,69,33.0289869228419,51.884868624927,111.0361941084306
Maize,6.22,155,66,63,23.35393757779179,62.65618561187589,180.6130175505889
Maize,6.56,148,74,63,34.44833809160917,59.04201608796399,167.357822608741
Maize,6.96,153,80,71,20.182317120347246,66.54684661450592,135.0524391480002
Maize,5.77,148,70,64,34.548182400614586,77.47318957299032,160.76738138769898
Maize,5.51,153,70,63,20.647398679258643,69.30288388841001,181.77733419520217
Maize,5.55,144,83,61,33.367146705471065,48.59761514363027,110.62104824765495
Maize,6.49,147,73,59,27.915516636294495,41.24732540245139,99.0549742344858
Maize,6.53,148,81,59,34.894471941789504,50.490561771993,150.13900783453772
Maize,6.12,145,79,48,21.106948471030982,63.803117228010194,171.17689129118878
Maize,6.94,148,84,55,28.30781426601981,42.05703253937001,164.34277021649237
Maize,6.99,144,81,62,34.53953803428649,59.85464988804945,169.67204732879517
Maize,6.64,156,78,61,27.846467662552232,63.87371395667557,115.33749722193996
Maize,7.27,152,86,55,29.440979572028937,53.369755632678434,172.67513242625324
Maize,6.16,144,79,63,30.436230334769256,70.83648814983287,68.03135830559127
Maize,7.25,153,79,69,26.8181159715166,44.26393012535088,131.67336469412743
Maize,5.56,148,78,63,29.41337120126095,43.00551126943235,50.86379907471824
Maize,5.53,150,80,50,28.764714678846502,69.12755024814413,98.68787448504054
Maize,7.27,149,78,61,33.51737015736484,59.81965264824794,104.96923023070968
Maize,6.91,143,80,55,20.681695705121868,67.53609585710944,109.42590374138832
Maize,6.45,150,73,55,24.214447843883452,57.39309354414985,154.32008100347934
Maize,7.16,145,78,59,34.25617226114838,49.85608132956428,108.28371519055186
Maize,6.88,147,76,52,33.35395675836374,72.76409270696799,117.3040433933796
Maize,6.07,161,77,64,26.834851291785693,71.97663515875917,85.63161963114912
Maize,6.13,153,78,64,29.30198896702305,67.78785883417707,105.987768744401
Maize,6.78,150,80,50,24.16071774471699,50.8858054891985,84.09044408947273
Maize,6.48,148,79,56,22.82181739585642,63.60922667476349,60.97938856526655
Maize,7.16,150,84,60,26.95547607409973,54.438955877601074,140.51728900720667
Maize,7.24,150,77,56,25.30028342039079,43.66328293306537,150.23191978325244
Maize,7.43,144,84,57,28.75484167776308,76.69254301848972,142.92355190144218
Maize,5.78,150,77,61,21.16601955447477,45.472745236758456,119.52410657008583
Maize,6.76,150,85,52,34.6159221149925,78.0094941528321,106.96786702688448
Maize,5.61,146,78,58,34.79316116719404,57.84023091831823,179.50004743577378
Sugarcane,6.445960396611784,111,50,48,31.918044118831382,58.94924305915979,99.19084537938919
Sugarcane,6.538730202096943,92,58,65,25.203085556792693,67.70161128767556,135.27554974195033
Sugarcane,7.145990729406764,95,40,52,32.80719930628054,61.582137582515415,185.66880681028644
Sugarcane,7.232113520071069,101,67,47,25.986956857848668,76.23952449909424,141.01750108544897
Sugarcane,5.900120282286093,94,56,60,32.172534262509764,75.85302441690855,97.27759276556961
Sugarcane,6.49791390196906,92,49,51,22.865927575800537,54.23697886900895,86.92968535573081
Sugarcane,6.996819025123202,104,43,48,26.834899897513402,79.08641376178072,69.02441732778482
Sugarcane,5.504495310724274,90,61,58,20.022688862678116,53.20212274320308,72.09214974314263
Sugarcane,6.004209385948155,112,66,56,22.85029110884475,56.67565124017569,165.24937908565983
Sugarcane,7.263206392380665,102,49,65,22.873117370143444,56.69337617247106,73.92447453002
Sugarcane,6.075553798952636,103,59,49,21.674807976959453,76.35015108050271,130.0583542922805
Sugarcane,6.41304486953608,102,44,42,21.517443295545203,76.60847168608412,148.80262503143442
Sugarcane,6.73489119458286,119,53,66,21.741951652934887,65.37485550617906,139.16559202787468
Sugarcane,6.146809093603491,116,40,55,24.487804028751185,57.62035066140983,76.0707320001946
Sugarcane,6.702525526092227,94,63,68,22.142716443070576,61.1360946287415,199.4736652759137
Sugarcane,6.512981219262862,90,59,41,31.415552537692548,74.55122512229545,129.2048338538832
Sugarcane,6.333156642779177,104,64,40,25.268535338423934,61.687420323411914,176.06067818854274
Sugarcane,5.784529502220778,97,59,48,27.221748946353163,60.18871762334099,133.19033415290852
Sugarcane,6.818362576702642,90,53,65,24.1418686642138,50.10195054485746,132.7533469326947
Sugarcane,6.212810209228087,92,47,61,24.227682408292814,69.00039545023272,136.71571307816987
Sugarcane,7.469487881545698,117,69,49,33.257930127567555,53.5650400346406,57.52143274645148
Sugarcane,5.951213935594633,116,60,52,27.84562369225786,76.25376605491968,103.21458905586884
Sugarcane,7.05660429906372,105,41,56,25.44144534582498,56.10680171373278,101.66498087882518
Sugarcane,6.531488248060848,103,56,54,31.27342093402101,53.910147427758204,64.98618841808702
Sugarcane,6.546711493758328,112,67,42,24.46259525843076,67.75306210057747,110.25995048117522
Sugarcane,6.920717947928436,117,50,64,28.12365815261149,68.07469107219013,62.798530848267006
Sugarcane,6.464288562320071,91,42,68,24.58462854426178,51.59580800549147,134.34229385869043
Sugarcane,5.983936042787894,117,40,52,26.070483139623857,57.14681259467633,194.78765212999218
Sugarcane,7.258626352317463,90,55,59,32.03499446149062,62.317543353591006,189.79092705317163
Sugarcane,6.288526609210164,99,40,63,26.70921934812093,72.14232759050526,136.78457180586705
Sugarcane,6.9649589430004,91,52,48,30.947474619316104,57.924149441335146,101.44572142624692
Sugarcane,6.887320630172239,100,57,54,30.991504443632195,79.0706732441257,108.1209947471623
Sugarcane,5.72550840629661,113,50,56,24.733159325848835,62.90068541144068,196.60841249210603
Sugarcane,5.5302268311944385,99,52,66,24.12745111635219,66.19014664314423,150.33351137535567
Sugarcane,5.724789627781253,115,63,63,32.99253481947058,63.02894148085757,195.87435587011873
Sugarcane,6.832041095717924,106,54,47,30.286841406141985,62.109643634343,98.31913428489727
Sugarcane,5.812852740841727,100,50,43,32.35302681588454,71.82462400140652,119.42380251736785
Sugarcane,5.818551417823792,119,59,51,32.46324252505107,53.873897377239004,119.37709932522286
Sugarcane,5.90277326189247,115,48,55,28.434112222827906,76.34259792745965,117.40110022285862
Sugarcane,6.768680094083769,95,69,58,21.66923656442549,57.066841672129456,80.78151050263067
Sugarcane,6.322508668794854,107,41,49,25.102436350775562,60.85258265298255,162.97791231898833
Sugarcane,5.949740371774233,107,67,42,28.80531383461171,73.52194786678547,111.46257718343816
Sugarcane,6.684824531222194,119,48,47,33.5473440258167,78.68080797337686,102.30013915000774
Sugarcane,7.104356312232114,104,54,67,24.103565819998853,63.49371648140599,196.7306921992592
Sugarcane,5.886640656878823,114,57,69,26.881365490240363,62.829096833077294,115.38312729151669
Sugarcane,6.499721228156501,106,56,62,28.083769234436033,78.78040753711292,52.36311959494281
Sugarcane,5.806314653558813,105,40,60,23.77430966957584,58.77999015121782,195.08591866104234
Sugarcane,7.264494944526828,98,68,44,22.20256110116061,77.14554650985671,79.95426158594836
Sugarcane,6.421687693563744,115,47,65,24.32366503356605,53.88292390693871,116.1688654824901
Sugarcane,6.798276976347572,111,59,68,23.286828910836263,51.03827865974437,187.5449808641725
Sugarcane,6.7950658961705415,98,68,49,33.36754634666508,52.8142244397473,122.2686397616788
Sugarcane,6.697355396092932,117,60,60,34.722645319940064,67.7230338202899,116.61040760793598
Sugarcane,6.651780372624955,106,50,53,24.186003064859346,72.89062309217272,97.75806661844966
Sugarcane,5.758908296209745,117,56,47,31.5975240725881,51.1184221638267,135.11621901032433
Sugarcane,6.569461930973578,90,62,55,29.48988714429646,52.371214544805596,152.83136931295923
Sugarcane,6.7977179472012885,95,45,69,34.32779343593072,61.073966631024625,148.40315521763506
Sugarcane,6.187888256716119,113,44,50,30.226894168254283,67.09024405847889,171.5161983688477
Sugarcane,6.74426046636985,90,44,43,31.654638569883073,61.536649483091324,168.10802315685817
Sugarcane,7.02116243248185,118,47,69,29.92437874866078,75.47231114991668,196.75084874851217
Sugarcane,6.2430723566403135,108,68,41,27.173294096943437,55.100060848030495,83.8080810203978
Sugarcane,6.414327174298562,116,42,64,28.20025523148821,70.06547852657135,163.61070085449467
Sugarcane,6.99866500869438,111,66,50,29.14578601787764,57.58686199988731,98.5694987727693
Sugarcane,5.86203603994462,103,44,49,20.396805033562025,69.35509774810049,171.9058845895359
Sugarcane,5.713771783204653,107,56,48,21.464411774706644,50.09316645957149,90.75965700969749
Sugarcane,6.1655426699347995,114,45,51,33.769287119882776,73.42865121816729,95.10262222482817
Sugarcane,5.559950366432151,98,63,49,32.83738590529732,53.84638629069521,174.1238843082793
Sugarcane,7.257841334884631,106,49,41,26.004821395080974,61.03795548548122,59.736893516750705
Sugarcane,6.5835453159835895,107,45,44,24.086884322223803,79.12402855903389,138.0562157800174
Sugarcane,6.75840747846303,115,56,61,33.592604348913305,59.79225746172832,110.12560197029995
Sugarcane,5.707828846346835,114,56,67,30.601681797285426,51.12804666499531,88.3058198349243
Sugarcane,6.4074973213412845,107,50,54,23.22140627739543,64.26949028919535,184.5383269912808
Sugarcane,7.133287871309849,107,63,55,29.309795463801038,62.43280484419573,145.52633733171214
Sugarcane,5.712045815624478,94,61,62,24.797397696113862,78.93778577848066,180.3058795066209
Sugarcane,6.220964724196403,105,48,67,27.794833399294284,56.240585140642395,146.89371999118902
Sugarcane,6.332031967127316,93,60,41,28.40111180925243,71.8101355992552,150.5055047382569
Sugarcane,7.21886424145863,112,67,60,28.902133521180353,51.78341872971442,186.49651740004094
Sugarcane,6.302882040005296,105,55,61,28.347519060332473,75.68967335775864,138.47276784831098
Sugarcane,6.669884739184672,102,48,44,22.82376695738303,54.36601012059279,66.55520631760973
Sugarcane,6.211242849547232,104,47,56,20.28040060950501,58.99469434271451,187.5806775864667
Sugarcane,5.680612729187916,96,48,67,25.039183171089558,75.8573518531501,196.94542674144083
Sugarcane,6.251841469245934,110,42,44,20.526782600382923,75.26125129401709,132.2059755963612
Sugarcane,6.349717734723191,113,44,69,26.271639480306828,71.87558094942693,102.06611785804526
Sugarcane,6.10254032025587,112,49,57,30.985211040032794,70.97855713308023,147.2181256529973
Sugarcane,7.241921218744653,96,54,42,22.830155613120922,79.23826579906748,90.67380560902342
Sugarcane,6.958656528315243,99,62,58,34.44229609751401,62.77971329976614,87.23811346621652
Sugarcane,7.375735912278408,110,54,45,27.654335192240246,58.212764419448646,187.21255227737922
Sugarcane,7.054563307374835,98,42,51,21.78924718028399,65.04755162382835,71.57686622321658
Sugarcane,7.066453214213593,110,60,60,21.0594698309782,73.8225521816986,52.178942168045545
Sugarcane,6.590210409370785,110,47,61,22.740923655234088,76.49348424907552,136.25141387734394
Sugarcane,6.432053193695303,103,43,50,21.482464271147194,69.14051860638287,159.5328962518879
Sugarcane,6.3331334615904,90,41,50,22.899474703810643,68.89503885018081,163.7870366868163
Sugarcane,5.6236926572351225,97,57,62,21.079438070653154,73.4586676160848,63.33301434816978
Sugarcane,5.753302382611476,108,60,64,24.126053958222844,62.225508423796335,177.98858135489084
Sugarcane,6.607836103012167,96,41,49,34.961028319950316,68.70891721972768,183.70432536027383
Sugarcane,7.35567748709359,99,63,42,31.75683433776385,64.14447701736442,62.04311792294811
Sugarcane,5.89343943652074,94,48,42,22.755753975227865,74.35079429631637,199.92661292186276
Sugarcane,6.249138383925308,114,69,48,30.261543654232533,50.41102860601562,171.66480949686573
Sugarcane,6.316122029642976,112,65,68,34.53320418486429,53.19221740448325,163.9456055771052
Sugarcane,7.054911667137286,114,54,46,24.4702139085179,73.5255318155648,113.43799241662802
Sugarcane,5.742622790394725,108,63,64,30.621223152747696,60.175736588301895,120.05152478676523
Black gram,6.737532518885703,97,59,53,26.608240971133682,76.75360445644442,63.733676333562975
Black gram,5.999007755944071,91,43,53,30.233570327602344,50.292494770471855,182.43856214160812
Black gram,5.516970288880297,107,40,50,24.209220906402035,50.72544584224053,174.1680480041395
Black gram,7.249333088723484,119,53,59,28.359946770078245,57.60247954050885,83.94320509260636
Black gram,6.286697386648491,93,50,55,30.71466690084042,77.52343944815121,55.45997812357311
Black gram,6.06617503628292,98,58,46,26.707555465808678,76.30456426963804,84.64427343172981
Black gram,5.725649942425591,118,52,44,23.500593624241986,67.57265759755306,129.05456403758308
Black gram,6.166650184547109,108,46,49,20.27838636523488,51.04326219864859,184.14696404827734
Black gram,5.803886983154977,111,41,53,23.77668685763246,70.8164706086096,61.446145132253626
Black gram,7.421791767917582,116,55,65,30.729853017776065,72.69631314859518,178.3562366406482
Black gram,6.322017606239664,95,47,52,28.072819132731013,52.34205546138887,83.47640088827801
Black gram,6.2236220501252335,112,54,51,24.076509169180156,70.44573451515426,104.14904214074178
Black gram,7.0146453877047,115,41,41,25.54464878817121,53.642409288688725,107.73251071436286
Black gram,6.895587548782069,102,45,58,23.24908295965395,78.75260267917656,161.632785069095
Black gram,6.964983318172986,94,60,46,20.841315784018455,50.85742883044554,96.48774010432305
Black gram,5.849745513891033,103,53,55,32.31886990233721,71.95820815399135,87.03618734306647
Black gram,6.028379932361021,108,57,51,27.095737812694516,63.82062268503208,89.24816207558048
Black gram,6.556439059602942,116,56,59,25.70416599469474,54.03936465331386,78.26949076862884
Black gram,7.46195295849483,97,42,65,26.867280122628898,73.98982446938543,137.50528678910518
Black gram,7.448012412338796,116,62,48,32.522911882852995,55.0468917279196,169.13427561494618
Black gram,6.502465752601089,102,61,44,21.58910216978211,65.98039240977975,137.4570153898144
Black gram,6.236642276561807,101,44,43,31.135392826738443,72.77600097658575,131.4542794466263
Black gram,7.438922635819562,93,56,54,32.12494995918979,78.01866642348814,140.19854853010764
Black gram,6.271317541538276,92,67,62,32.277261337432684,60.35270320449264,149.4165268333362
Black gram,6.148967524299269,115,62,69,21.987307545845447,71.32045530384286,163.21284229798167
Black gram,5.551763765659369,113,50,45,29.235349195200573,75.71253494499216,168.57563157957557
Black gram,5.748876335653021,100,53,69,21.015909868614784,50.71867926708363,121.4920985533806
Black gram,7.249192894276442,107,54,61,29.047288108748297,56.10976527506157,139.84201092391334
Black gram,6.984303526511975,112,58,54,30.10104484913704,54.72270528571062,104.31520985835071
Black gram,6.429172439698956,111,43,57,28.229017259140328,79.16405600305406,98.99904538648892
Black gram,6.402538655973389,104,61,48,30.48780385101262,77.48321919687503,56.5306839005733
Black gram,6.631224301680403,112,61,58,34.937723893009505,60.46287348974699,188.07405346698854
Black gram,7.064248545912077,106,65,50,29.296812454199802,69.38390620115639,146.21350399921076
Black gram,6.456926536569529,100,66,45,32.833585411043494,69.60265173016329,103.84457243479216
Black gram,6.145192076603414,111,48,53,28.253386071376347,62.24550010994722,171.5787041984189
Black gram,6.363801242933498,109,59,48,23.85101246108484,55.26500867331556,181.36513510299687
Black gram,5.541592990390976,103,50,64,23.329026096986073,79.64696340591546,94.6222888531087
Black gram,5.587599222888586,111,60,65,25.482467128540534,52.068954796268414,119.17151955896881
Black gram,6.003566505438042,115,40,49,30.100766533268498,68.84431350865276,140.24382897720625
Black gram,7.420509686223304,90,59,60,34.47422827078736,52.121546083886656,141.37553236765376
Black gram,7.391278507138119,117,53,46,32.500107761284866,72.24041248097576,142.2369612905036
Black gram,6.883135640127378,97,58,45,22.516606233592455,51.229420624337294,83.8815555667885
Black gram,5.889664477337661,118,43,46,33.52474294121997,77.21587992182755,72.94612092867956
Black gram,6.5528754170143175,97,48,53,31.202521203338186,71.67416824688749,163.0203369550273
Black gram,6.7892303382183465,106,49,45,33.404522258422034,68.36035109129895,173.31673515171332
Black gram,6.248420185090623,103,67,52,25.69488041636249,62.412691660600906,78.32717501138694
Black gram,5.959298155963586,116,45,48,21.15235715813677,53.974275094123165,180.44500138499063
Black gram,5.78827656650404,98,47,46,29.94174108051967,79.74352263043059,55.617661320885915
Black gram,7.343580355312552,90,64,44,32.93009019021575,60.54371778511344,186.12776928272618
Black gram,6.567993488675487,97,63,43,25.500025501701405,72.48387955578833,196.82387034889013
Black gram,7.306165841643509,117,40,68,22.411497806584087,73.1529692977985,76.05579459288674
Black gram,7.173345172023518,94,60,62,33.78551736380056,71.60819604869897,108.87573929985268
Black gram,5.676215946775487,98,69,57,33.514782795444795,73.99085738257267,60.590226121323134
Black gram,6.15679867503758,106,43,65,24.37523090702515,50.368678566318046,133.30704767815394
Black gram,5.5912668738334315,91,65,52,21.360107073233795,67.30889523102991,61.31326057499902
Black gram,6.261458803841415,101,40,57,28.7523552571422,65.15214907417082,130.8256680253587
Black gram,7.125460075520544,93,51,53,23.929341718384446,68.30500453540905,154.05780293433645
Black gram,6.052043292135606,113,63,67,32.926421763694854,68.43105061335511,160.42324119421266
Black gram,6.015716245235712,96,60,50,25.03624597690831,71.6032918376186,108.98324803762833
Black gram,7.352569740285537,98,59,59,22.034077111866523,60.98072385357535,155.8566122308821
Black gram,5.7597785654322795,117,52,62,22.416458156219143,72.36210048817631,176.3466062767178
Black gram,5.815091622380485,103,43,56,28.076453761701448,68.0884450667566,151.45136340104798
Black gram,6.079203925781712,97,44,49,27.375273005291447,65.03929006105008,98.06350223429811
Black gram,6.745180468436168,111,58,63,32.9295522091241,77.269781383088,160.6979323391059
Black gram,6.178550007954666,104,53,48,32.476870986912196,51.622888901692114,83.57141510859744
Black gram,6.365496240203528,112,55,46,24.15223688068332,66.97128692169146,172.921332993098
